timestamp,open,high,low,close,volume
2024-06-28T00:00:00+00:00,170.81,172.86,168.76,170.81,200000
2024-07-01T00:00:00+00:00,171.18,173.24,169.13,171.18,200000
2024-07-02T00:00:00+00:00,171.47,173.53,169.42,171.47,200000
2024-07-03T00:00:00+00:00,171.73,173.79,169.67,171.73,200000
2024-07-04T00:00:00+00:00,171.98,174.05,169.92,171.98,200000
2024-07-05T00:00:00+00:00,172.27,174.34,170.21,172.27,200000
2024-07-08T00:00:00+00:00,172.63,174.7,170.56,172.63,200000
2024-07-09T00:00:00+00:00,173.08,175.15,171.0,173.08,200000
2024-07-10T00:00:00+00:00,173.62,175.7,171.54,173.62,200000
2024-07-11T00:00:00+00:00,174.26,176.35,172.17,174.26,200000
2024-07-12T00:00:00+00:00,174.99,177.09,172.89,174.99,200000
2024-07-15T00:00:00+00:00,175.77,177.88,173.66,175.77,200000
